Symbol,Company Name,Industry,Market Cap
AUDC,AudioCodes,Communication Equipment,308657824
AUGX,Augmedix,Health Information Services,198651683
AUID,authID,Software - Infrastructure,51580201
AULT,Ault Alliance,Aerospace & Defense,4378862
AUMN,Golden Minerals Company,Other Precious Metals & Mining,7697921
AUPH,Aurinia Pharmaceuticals,Biotechnology,1180363060
AUR,Aurora Innovation,Information Technology Services,2984990431
AURA,Aura Biosciences,Biotechnology,457601258
AUST,Austin Gold,Gold,9555696
AUTL,Autolus Therapeutics,Biotechnology,710355257
AUUD,Auddia,Software - Application,3989440
AUVI,Applied UV,"Furnishings, Fixtures & Appliances",2728320
AVA,Avista,Utilities - Diversified,2710960704
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,279924738
AVAL,Grupo Aval Acciones y Valores,Banks - Regional,2825321838
AVAV,AeroVironment,Aerospace & Defense,3150115728
AVB,AvalonBay Communities,REIT - Residential,24329838480
AVD,American Vanguard,Agricultural Inputs,288282480
AVDL,Avadel Pharmaceuticals,Drug Manufacturers - Specialty & Generic,972323840
AVDX,AvidXchange Holdings,Software - Infrastructure,1536317261
AVGO,Broadcom,Semiconductors,364312936861
AVGR,Avinger,Medical Instruments & Supplies,5220157
AVHI,Achari Ventures Holdings I,Shell Companies,33517258
AVID,Avid Technology,Electronic Gaming & Multimedia,1190887568
AVIR,Atea Pharmaceuticals,Biotechnology,272716038
AVNS,Avanos Medical,Medical Devices,1035422361
AVNT,Avient,Specialty Chemicals,3094011515
AVNW,Aviat Networks,Communication Equipment,357427701
AVO,Mission Produce,Food Distribution,668985307
AVPT,AvePoint,Software - Infrastructure,1409024800
AVRO,AVROBIO,Biotechnology,70358506
AVT,Avnet,Electronics & Computer Distribution,4255367354
AVTA,Avantax,Asset Management,950830713
AVTE,Aerovate Therapeutics,Biotechnology,317136324
AVTR,Avantor,Specialty Chemicals,12425210526
AVTX,Avalo Therapeutics,Biotechnology,19873061
AVXL,Anavex Life Sciences,Biotechnology,488259684
AVY,Avery Dennison,Business Equipment & Supplies,14604826672
AWH,Aspira Women's Health,Diagnostics & Research,48033993
AWI,Armstrong World Industries,Building Products & Equipment,3564908407
AWIN,AERWINS Technologies,Scientific & Technical Instruments,7657482
AWK,American Water Works Company,Utilities - Regulated Water,25314755720
AWR,American States Water Company,Utilities - Regulated Water,3065746488
AWRE,Aware,Software - Application,34960098
AWX,Avalon Holdings,Waste Management,7798468
AX,Axos Financial,Banks - Regional,2349700540
AXDX,Accelerate Diagnostics,Medical Devices,84196480
AXGN,AxoGen,Medical Devices,173653744
AXL,American Axle & Manufacturing Holdings,Auto Parts,847499920
AXLA,Axcella Health,Biotechnology,17538875
AXNX,Axonics,Medical Devices,2742039872
AXON,Axon Enterprise,Aerospace & Defense,16241610000
AXP,American Express Company,Credit Services,111323236516
AXR,AMREP,Real Estate - Development,85922353
AXS,AXIS Capital Holdings,Insurance - Property & Casualty,4645407612
AXSM,Axsome Therapeutics,Biotechnology,3074021740
AXTA,Axalta Coating Systems,Specialty Chemicals,6537991980
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,98228025
AY,Atlantica Sustainable Infrastructure,Utilities - Renewable,2252206670
AYI,Acuity Brands,Electrical Equipment & Parts,5278147290
AYRO,"Ayro, Inc.",Auto Manufacturers,8206832
AYTU,Aytu BioPharma,Drug Manufacturers - Specialty & Generic,16037087
AYX,Alteryx,Software - Application,2326235834
AZ,A2Z Smart Technologies,Aerospace & Defense,57161832
AZEK,The AZEK Company,Building Products & Equipment,4255266400
AZN,AstraZeneca,Drug Manufacturers - General,198263850670
AZO,AutoZone,Specialty Retail,45398665998
AZPN,Aspen Technology,Software - Application,11159384985
AZTA,Azenta,Medical Instruments & Supplies,2946135150
AZTR,Azitra,Biotechnology,19961040
AZUL,Azul S.A.,Airlines,1001116800
AZZ,AZZ Inc.,Metal Fabrication,1201434279
B,Barnes Group,Specialty Industrial Machinery,1138088216
BA,The Boeing Company,Aerospace & Defense,118000768531
BABA,Alibaba Group Holding,Internet Retail,217265793610
BAC,Bank of America,Banks - Diversified,225181883924
BACA,Berenson Acquisition I,Shell Companies,81812591
BACK,IMAC Holdings,Medical Care Facilities,1573000
BAER,Bridger Aerospace Group Holdings,Security & Protection Services,249407333
BAFN,BayFirst Financial,Banks - Regional,43377483
BAH,Booz Allen Hamilton Holding,Consulting Services,16038166810
BAK,Braskem,Chemicals,2873069640
BALL,Ball Corporation,Packaging & Containers,16137322390
BALY,Bally's,Resorts & Casinos,425265076
BAM,Brookfield Asset Management,Asset Management,12399544273
BANC,Banc of California,Banks - Regional,724519752
BAND,Bandwidth,Software - Infrastructure,327358758
BANF,BancFirst,Banks - Regional,2820376338
BANL,CBL International,Oil & Gas Midstream,40000000
BANR,Banner,Banks - Regional,1535948648
BANX,ArrowMark Financial,Asset Management,120414602
BAOS,Baosheng Media Group Holdings,Advertising Agencies,6091925
BAP,Credicorp,Banks - Regional,9668826810
BARK,"BARK, Inc.",Specialty Retail,191401600
BASE,Couchbase,Software - Infrastructure,709412715
BATL,Battalion Oil,Oil & Gas E&P,103182882
BATRA,Atlanta Braves Holdings,Entertainment,2270297441
BATRK,Atlanta Braves Holdings,Entertainment,2258744364
BAX,Baxter International,Medical Instruments & Supplies,17197513528
BB,BlackBerry,Software - Infrastructure,2183068040
BBAI,BigBear.ai Holdings,Information Technology Services,224390892
BBAR,BBVA Argentina,Banks - Regional,2117239510
BBCP,Concrete Pumping Holdings,Engineering & Construction,388985967
BBD,Banco Bradesco,Banks - Regional,32196475546
BBDC,Barings BDC,Credit Services,989533640
BBDO,Banco Bradesco,Banks - Regional,28477410714
BBGI,Beasley Broadcast Group,Broadcasting,22110259
BBIO,BridgeBio Pharma,Biotechnology,4684067760
BBLG,Bone Biologics,Medical Devices,1642420
BBSI,Barrett Business Services,Staffing & Employment Services,656005307
BBU,Brookfield Business Partners L.P.,Conglomerates,1136359036
BBUC,Brookfield Business,Asset Management,1217617214
BBVA,Banco Bilbao Vizcaya Argentaria,Banks - Diversified,49026898278
BBW,Build-A-Bear Workshop,Specialty Retail,375787176
BBWI,Bath & Body Works,Specialty Retail,7410346529
BBY,Best Buy Co.,Specialty Retail,14623097220
BC,Brunswick,Recreational Vehicles,5221495358
BCAB,BioAtla,Biotechnology,88436105
BCAL,Southern California Bancorp,Banks - Regional,259711056
BCAN,BYND Cannasoft Enterprises,Software - Infrastructure,30382932
BCBP,BCB Bancorp,Banks - Regional,185328000
BCC,Boise Cascade Company,Building Materials,4133571018
BCDA,BioCardia,Biotechnology,8649922
BCE,BCE Inc.,Telecom Services,36382124562
BCEL,Atreca,Biotechnology,10374065
BCH,Banco de Chile,Banks - Regional,10864378178
BCLI,Brainstorm Cell Therapeutics,Biotechnology,7697702
BCML,BayCom,Banks - Regional,244748217
BCO,The Brink's Company,Security & Protection Services,3292088933
BCOV,Brightcove,Software - Application,110073286
BCOW,1895 Bancorp of Wisconsin,Banks - Regional,39269410
BCPC,Balchem,Specialty Chemicals,3901817922
BCRX,BioCryst Pharmaceuticals,Biotechnology,1144543760
BCS,Barclays,Banks - Diversified,25550226708
BCSA,Blockchain Coinvestors Acquisition I,Shell Companies,162129311
BCSF,Bain Capital Specialty Finance,Asset Management,1011691241
BCTX,BriaCell Therapeutics,Biotechnology,68721310
BCYC,Bicycle Therapeutics,Biotechnology,570180844
BDC,Belden,Communication Equipment,2751009888
BDL,Flanigan's Enterprises,Restaurants,52860006
BDN,Brandywine Realty Trust,REIT - Office,731416500
BDRX,Biodexa Pharmaceticals,Biotechnology,2515643
BDSX,Biodesix,Diagnostics & Research,125782554
BDTX,Black Diamond Therapeutics,Biotechnology,97993070
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,75112119119
BE,Bloom Energy,Electrical Equipment & Parts,2586967340
BEAM,Beam Therapeutics,Biotechnology,1939595853
BEAT,HeartBeam,Health Information Services,34994827
BECN,Beacon Roofing Supply,Building Products & Equipment,4689940546
BEDU,Bright Scholar Education Holdings,Education & Training Services,35073943
BEEM,Beam Global,Solar,86770365
BEEP,Mobile Infrastructure,Infrastructure Operations,62010162
BEKE,KE Holdings,Real Estate Services,18952920000
BELFA,Bel Fuse,Electronic Components,692870649
BELFB,Bel Fuse,Electronic Components,660366540
BEN,Franklin Resources,Asset Management,12100216112
BENF,Beneficient,Asset Management,185154500
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,15328400631
BEPC,Brookfield Renewable,Utilities - Renewable,4435607880
BERY,Berry Global Group,Packaging & Containers,6944280000
BEST,BEST Inc.,Trucking,47513200
BETR,Better Home & Finance Holding Company,Mortgage Finance,354040811
BETS,Bit Brother,Restaurants,6262860
BF.A,Brown-Forman,Beverages - Wineries & Distilleries,28943560678
BF.B,Brown-Forman,Beverages - Wineries & Distilleries,28761875076
BFAC,Battery Future Acquisition,Shell Companies,217771914
BFAM,Bright Horizons Family Solutions,Personal Services,4977966366
BFC,Bank First,Banks - Regional,849893820
BFH,Bread Financial Holdings,Credit Services,1441933438
BFI,BurgerFi International,Restaurants,33232124
BFIN,BankFinancial,Banks - Regional,110002365
BFLY,Butterfly Network,Medical Devices,231430073
BFRG,Bullfrog AI Holdings,Health Information Services,17552563
BFRI,Biofrontera,Drug Manufacturers - Specialty & Generic,6085954
BFS,Saul Centers,REIT - Retail,1206233774
BFST,Business First Bancshares,Banks - Regional,529440338
BFX,BowFlex,Leisure,29608236
BG,Bunge,Farm Products,15409245280
BGC,BGC Group,Capital Markets,3076550202
BGFV,Big 5 Sporting Goods,Specialty Retail,127078320
BGI,Birks Group,Luxury Goods,70433200
BGNE,BeiGene,Biotechnology,19456237260
BGS,B&G Foods,Packaged Foods,651347316
BGSF,"BGSF, Inc.",Staffing & Employment Services,103109200
BGXX,Bright Green,Drug Manufacturers - Specialty & Generic,71884903
BH,Biglari Holdings,Restaurants,485274900
BH.A,Biglari Holdings,Restaurants,481998080
BHAC,Crixus BH3 Acquisition Company,Shell Companies,84006342
BHAT,Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,61914289
BHB,Bar Harbor Bankshares,Banks - Regional,392846112
BHC,Bausch Health Companies,Drug Manufacturers - Specialty & Generic,2758008501
BHE,Benchmark Electronics,Electronic Components,873929700
BHF,Brighthouse Financial,Insurance - Life,3187346784
BHG,Bright Health Group,Healthcare Plans,56522118
BHIL,Benson Hill,Agricultural Inputs,83002423
BHLB,Berkshire Hills Bancorp,Banks - Regional,930779280
BHM,Bluerock Homes Trust,REIT - Residential,56018776
BHP,BHP Group,Other Industrial Metals & Mining,149703660216
BHR,Braemar Hotels & Resorts,REIT - Hotel & Motel,236103446
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,337263434
BHVN,Biohaven Pharmaceutical Holding Company,Biotechnology,2468173593
BIAF,bioAffinity Technologies,Diagnostics & Research,13207299
BIDU,Baidu,Internet Content & Information,38336806143
BIG,Big Lots,Discount Stores,140134080
BIGC,BigCommerce Holdings,Software - Application,746889825
BIIB,Biogen,Drug Manufacturers - General,36133340496
BILI,Bilibili,Electronic Gaming & Multimedia,6045830972
BILL,BILL Holdings,Software - Application,7174226700
BIMI,BIMI International Medical,Pharmaceutical Retailers,6599094
BIO,Bio-Rad Laboratories,Medical Devices,8378171640
BIOL,BIOLASE,Medical Devices,1722188
BIOR,Biora Therapeutics,Biotechnology,44090109
BIOX,Bioceres Crop Solutions,Agricultural Inputs,671872734
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,12404519096
BIPC,Brookfield Infrastructure,Utilities - Regulated Gas,4035716000
BIRD,Allbirds,Apparel Retail,142249255
BIRK,Birkenstock Holding,Footwear & Accessories,7730901367
BITE,Bite Acquisition,Shell Companies,88674254
BITF,Bitfarms,Capital Markets,326071999
BIVI,BioVie,Biotechnology,150895580
BJ,BJ's Wholesale Club Holdings,Discount Stores,9195412320
BJDX,Bluejay Diagnostics,Medical Devices,4548378
BJRI,BJ's Restaurants,Restaurants,664525689
BK,The Bank of New York Mellon Corporation,Asset Management,35239886224
BKCC,BlackRock Capital Investment,Asset Management,259081697
BKD,Brookdale Senior Living,Medical Care Facilities,779292933
BKE,The Buckle,Apparel Retail,1817565777
BKH,Black Hills,Utilities - Diversified,3448419072
BKKT,Bakkt Holdings,Software - Infrastructure,88605426
BKNG,Booking Holdings,Travel Services,102035076750
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,35529582937
BKSY,BlackSky Technology,Scientific & Technical Instruments,159131120
BKTI,BK Technologies,Communication Equipment,46638154
BKU,BankUnited,Banks - Regional,1846933241
BKYI,BIO-key International,Security & Protection Services,6482469
BL,BlackLine,Software - Application,3365546909
BLAC,Bellevue Life Sciences Acquisition,Shell Companies,94624752
BLBD,Blue Bird,Auto Manufacturers,621431664
BLBX,Blackboxstocks,Software - Application,5700398
BLCO,Bausch + Lomb,Medical Instruments & Supplies,6011015003
BLD,TopBuild,Engineering & Construction,8395042255
BLDE,Blade Air Mobility,Airports & Air Services,177875750
BLDP,Ballard Power Systems,Specialty Industrial Machinery,1093249379
BLDR,Builders FirstSource,Building Products & Equipment,15853441230
BLEU,bleuacacia ltd,Shell Companies,89421560
BLFS,BioLife Solutions,Medical Instruments & Supplies,510266156
BLFY,Blue Foundry Bancorp,Banks - Regional,205223884
BLIN,Bridgeline Digital,Software - Infrastructure,8021552
BLK,BlackRock,Asset Management,97971733000
BLKB,Blackbaud,Software - Application,3938401524
BLMN,Bloomin' Brands,Restaurants,2058109104
BLND,Blend Labs,Software - Application,339322702
BLNK,Blink Charging Co.,Engineering & Construction,182951291
BLRX,BioLineRx,Biotechnology,100294878
BLTE,Belite Bio,Biotechnology,1062759579
BLUA,BlueRiver Acquisition,Shell Companies,106191918
BLUE,bluebird bio,Biotechnology,372196440
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,855807576
BLZE,Backblaze,Software - Infrastructure,206131000
BMA,Banco Macro,Banks - Regional,5100782457
BMAC,Black Mountain Acquisition,Shell Companies,125289112
BMBL,Bumble,Software - Application,2570493212
BMEA,Biomea Fusion,Biotechnology,357197099
BMI,Badger Meter,Scientific & Technical Instruments,4194258948
BMO,Bank of Montreal,Banks - Diversified,57398342492
BMR,Beamr Imaging,Software - Application,15201822
BMRA,Biomerica,Medical Devices,14466576
BMRC,Bank of Marin Bancorp,Banks - Regional,301482124
BMRN,BioMarin Pharmaceutical,Biotechnology,14989901647
BMTX,BM Technologies,Software - Application,29319641
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,107476019820
BN,Brookfield,Asset Management,54469725327
BNED,Barnes & Noble Education,Specialty Retail,57448886
BNGO,Bionano Genomics,Diagnostics & Research,55496988
BNIX,Bannix Acquisition,Shell Companies,58569899
BNL,Broadstone Net Lease,REIT - Diversified,2936531685
BNOX,Bionomics,Biotechnology,20562293
BNR,Burning Rock Biotech,Diagnostics & Research,100621500
BNRE,Brookfield Reinsurance,Insurance - Reinsurance,1729218647
BNRG,Brenmiller Energy,Utilities - Renewable,13397622
BNS,The Bank of Nova Scotia,Banks - Diversified,52190791078
BNTC,Benitec Biopharma,Biotechnology,9833080
BNTX,BioNTech SE,Biotechnology,22965267146
BOC,Boston Omaha,Advertising Agencies,472705485
BOCN,Blue Ocean Acquisition,Shell Companies,254739901
BODY,The Beachbody Company,Internet Content & Information,64106575
BOF,BranchOut Food,Packaged Foods,6419963
BOH,Bank of Hawaii,Banks - Regional,2217288468
BOKF,BOK Financial,Banks - Regional,4573553320
BOLT,Bolt Biotherapeutics,Biotechnology,39089530
BON,Bon Natural Life,Packaged Foods,5405907
BOOM,DMC Global,Oil & Gas Equipment & Services,337969530
BOOT,Boot Barn Holdings,Apparel Retail,2257482786
BORR,Borr Drilling,Oil & Gas Drilling,1580873640
BOSC,B.O.S. Better Online Solutions,Communication Equipment,14947712
BOTJ,Bank of the James Financial Group,Banks - Regional,44979066
BOWL,Bowlero,Entertainment,1582091001
BOWN,Bowen Acquisition,Shell Companies,94139955
BOX,"Box, Inc.",Software - Infrastructure,3629933798
BOXL,Boxlight,Communication Equipment,15950800
BP,BP p.l.c.,Oil & Gas Integrated,102807277158
BPMC,Blueprint Medicines,Biotechnology,3633400369
BPOP,Popular,Banks - Regional,5015032028
BPRN,Princeton Bancorp,Banks - Regional,202889558
BPT,BP Prudhoe Bay Royalty Trust,Oil & Gas Refining & Marketing,93090000
BPTH,Bio-Path Holdings,Biotechnology,7153457
BPTS,Biophytis,Biotechnology,4544793
BQ,Boqii Holding,Specialty Retail,13439090
BR,Broadridge Financial Solutions,Information Technology Services,20833031520
BRAC,Broad Capital Acquisition,Shell Companies,82648280
BRAG,Bragg Gaming Group,Electronic Gaming & Multimedia,101506500
BRBR,BellRing Brands,Packaged Foods,5954503800
BRBS,Blue Ridge Bankshares,Banks - Regional,42796153
BRC,Brady,Security & Protection Services,2578274071
BRCC,BRC Inc.,Packaged Foods,679847745
BRD,Beard Energy Transition Acquisition,Shell Companies,138326883
BRDG,Bridge Investment Group Holdings,Asset Management,982836200
BREA,Brera Holdings,Entertainment,7073381
BREZ,Breeze Holdings Acquisition,Shell Companies,48173352
BRFH,Barfresh Food Group,Beverages - Non-Alcoholic,21722688
BRFS,BRF S.A.,Packaged Foods,3760198328
BRID,Bridgford Foods,Packaged Foods,95306715
BRK.A,Berkshire Hathaway,Insurance - Diversified,767385753250
BRK.B,Berkshire Hathaway,Insurance - Diversified,767343341782
BRKH,Burtech Acquisition,Shell Companies,184945599
BRKL,Brookline Bancorp,Banks - Regional,838200422
BRKR,Bruker,Medical Devices,8637892989
